schedule_id,img_path,pcd_path,txt_path,dz_mm,max_width_mm,top_length_mm,point_idx,u,v
202511230302536786,/workspace/sequences_sample/20251123/202511230302536786/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536786/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536786/results/20251123_033809.txt,1919,3094,376,2,833,755
202511230302536786,/workspace/sequences_sample/20251123/202511230302536786/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536786/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536786/results/20251123_033809.txt,1919,3094,376,3,1092,395
202511230302536786,/workspace/sequences_sample/20251123/202511230302536786/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536786/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536786/results/20251123_033809.txt,1919,3094,376,4,1090,773
202511230302536787,/workspace/sequences_sample/20251123/202511230302536787/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536787/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536787/results/20251123_034040.txt,1888,3214,1,1,809,370
202511230302536787,/workspace/sequences_sample/20251123/202511230302536787/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536787/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536787/results/20251123_034040.txt,1888,3214,1,2,801,779
202511230302536788,/workspace/sequences_sample/20251123/202511230302536788/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536788/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536788/results/20251123_034315.txt,1868,3221,1124,1,822,375
202511230302536788,/workspace/sequences_sample/20251123/202511230302536788/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536788/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536788/results/20251123_034315.txt,1868,3221,1124,2,828,813
202511230302536788,/workspace/sequences_sample/20251123/202511230302536788/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536788/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536788/results/20251123_034315.txt,1868,3221,1124,3,1181,371
202511230302536788,/workspace/sequences_sample/20251123/202511230302536788/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536788/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536788/results/20251123_034315.txt,1868,3221,1124,4,1174,815
202511230302536789,/workspace/sequences_sample/20251123/202511230302536789/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536789/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536789/results/20251123_034550.txt,1857,3116,590,1,822,372
202511230302536789,/workspace/sequences_sample/20251123/202511230302536789/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536789/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536789/results/20251123_034550.txt,1857,3116,590,2,828,791
202511230302536789,/workspace/sequences_sample/20251123/202511230302536789/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536789/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536789/results/20251123_034550.txt,1857,3116,590,3,1115,375
202511230302536789,/workspace/sequences_sample/20251123/202511230302536789/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536789/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536789/results/20251123_034550.txt,1857,3116,590,4,1122,792
202511230302536790,/workspace/sequences_sample/20251123/202511230302536790/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536790/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536790/results/20251123_034927.txt,1844,3046,1013,1,821,374
202511230302536790,/workspace/sequences_sample/20251123/202511230302536790/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536790/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536790/results/20251123_034927.txt,1844,3046,1013,2,821,781
202511230302536790,/workspace/sequences_sample/20251123/202511230302536790/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536790/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536790/results/20251123_034927.txt,1844,3046,1013,3,1181,381
202511230302536790,/workspace/sequences_sample/20251123/202511230302536790/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536790/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536790/results/20251123_034927.txt,1844,3046,1013,4,1178,772
202511230302536791,/workspace/sequences_sample/20251123/202511230302536791/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536791/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536791/results/20251123_035200.txt,1838,3387,219,1,801,361
202511230302536791,/workspace/sequences_sample/20251123/202511230302536791/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536791/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536791/results/20251123_035200.txt,1838,3387,219,2,801,838
202511230302536791,/workspace/sequences_sample/20251123/202511230302536791/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536791/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536791/results/20251123_035200.txt,1838,3387,219,3,1078,359
202511230302536791,/workspace/sequences_sample/20251123/202511230302536791/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536791/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536791/results/20251123_035200.txt,1838,3387,219,4,1070,831
202511230302536792,/workspace/sequences_sample/20251123/202511230302536792/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536792/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536792/results/20251123_035915.txt,1812,3046,1013,1,819,390
202511230302536792,/workspace/sequences_sample/20251123/202511230302536792/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536792/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536792/results/20251123_035915.txt,1812,3046,1013,2,820,777
202511230302536792,/workspace/sequences_sample/20251123/202511230302536792/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536792/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536792/results/20251123_035915.txt,1812,3046,1013,3,1174,390
202511230302536792,/workspace/sequences_sample/20251123/202511230302536792/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536792/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536792/results/20251123_035915.txt,1812,3046,1013,4,1167,782
202511230302536793,/workspace/sequences_sample/20251123/202511230302536793/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536793/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536793/results/20251123_040158.txt,1806,2207,386,1,825,441
202511230302536793,/workspace/sequences_sample/20251123/202511230302536793/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536793/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536793/results/20251123_040158.txt,1806,2207,386,2,825,736
202511230302536793,/workspace/sequences_sample/20251123/202511230302536793/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536793/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536793/results/20251123_040158.txt,1806,2207,386,3,1114,452
202511230302536793,/workspace/sequences_sample/20251123/202511230302536793/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536793/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536793/results/20251123_040158.txt,1806,2207,386,4,1116,740
202511230302536794,/workspace/sequences_sample/20251123/202511230302536794/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536794/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536794/results/20251123_040433.txt,1764,3179,820,1,833,377
202511230302536794,/workspace/sequences_sample/20251123/202511230302536794/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536794/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536794/results/20251123_040433.txt,1764,3179,820,2,830,812
202511230302536794,/workspace/sequences_sample/20251123/202511230302536794/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536794/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536794/results/20251123_040433.txt,1764,3179,820,3,1157,386
202511230302536794,/workspace/sequences_sample/20251123/202511230302536794/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536794/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536794/results/20251123_040433.txt,1764,3179,820,4,1146,817
202511230302536795,/workspace/sequences_sample/20251123/202511230302536795/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536795/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536795/results/20251123_040710.txt,1734,3335,937,1,823,363
202511230302536795,/workspace/sequences_sample/20251123/202511230302536795/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536795/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536795/results/20251123_040710.txt,1734,3335,937,2,800,850
202511230302536795,/workspace/sequences_sample/20251123/202511230302536795/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536795/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536795/results/20251123_040710.txt,1734,3335,937,3,1201,390
202511230302536795,/workspace/sequences_sample/20251123/202511230302536795/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536795/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536795/results/20251123_040710.txt,1734,3335,937,4,1192,813
202511230302536796,/workspace/sequences_sample/20251123/202511230302536796/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536796/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536796/results/20251123_040946.txt,1688,3372,1187,1,835,363
202511230302536796,/workspace/sequences_sample/20251123/202511230302536796/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536796/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536796/results/20251123_040946.txt,1688,3372,1187,2,845,807
202511230302536796,/workspace/sequences_sample/20251123/202511230302536796/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536796/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536796/results/20251123_040946.txt,1688,3372,1187,3,1210,353
202511230302536796,/workspace/sequences_sample/20251123/202511230302536796/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536796/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536796/results/20251123_040946.txt,1688,3372,1187,4,1204,815
202511230302536797,/workspace/sequences_sample/20251123/202511230302536797/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536797/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536797/results/20251123_041230.txt,1648,3192,1005,1,823,358
202511230302536797,/workspace/sequences_sample/20251123/202511230302536797/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536797/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536797/results/20251123_041230.txt,1648,3192,1005,2,826,800
202511230302536797,/workspace/sequences_sample/20251123/202511230302536797/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536797/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536797/results/20251123_041230.txt,1648,3192,1005,3,1164,368
202511230302536797,/workspace/sequences_sample/20251123/202511230302536797/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536797/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536797/results/20251123_041230.txt,1648,3192,1005,4,1165,788
202511230302536798,/workspace/sequences_sample/20251123/202511230302536798/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536798/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536798/results/20251123_041503.txt,1636,3020,971,1,825,386
202511230302536798,/workspace/sequences_sample/20251123/202511230302536798/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536798/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536798/results/20251123_041503.txt,1636,3020,971,2,829,783
202511230302536798,/workspace/sequences_sample/20251123/202511230302536798/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536798/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536798/results/20251123_041503.txt,1636,3020,971,3,1146,382
202511230302536798,/workspace/sequences_sample/20251123/202511230302536798/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536798/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536798/results/20251123_041503.txt,1636,3020,971,4,1154,778
202511230302536799,/workspace/sequences_sample/20251123/202511230302536799/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536799/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536799/results/20251123_041739.txt,1630,2651,1202,1,829,405
202511230302536799,/workspace/sequences_sample/20251123/202511230302536799/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536799/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536799/results/20251123_041739.txt,1630,2651,1202,2,807,732
202511230302536799,/workspace/sequences_sample/20251123/202511230302536799/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536799/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536799/results/20251123_041739.txt,1630,2651,1202,3,1165,409
202511230302536799,/workspace/sequences_sample/20251123/202511230302536799/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536799/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536799/results/20251123_041739.txt,1630,2651,1202,4,1163,758
202511230302536800,/workspace/sequences_sample/20251123/202511230302536800/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536800/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536800/results/20251123_042933.txt,1586,2741,578,1,824,403
202511230302536800,/workspace/sequences_sample/20251123/202511230302536800/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536800/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536800/results/20251123_042933.txt,1586,2741,578,2,810,737
202511230302536800,/workspace/sequences_sample/20251123/202511230302536800/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536800/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536800/results/20251123_042933.txt,1586,2741,578,3,1114,408
202511230302536800,/workspace/sequences_sample/20251123/202511230302536800/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536800/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536800/results/20251123_042933.txt,1586,2741,578,4,1113,752
202511230302536801,/workspace/sequences_sample/20251123/202511230302536801/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536801/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536801/results/20251123_043622.txt,1548,2846,76,1,817,381
202511230302536801,/workspace/sequences_sample/20251123/202511230302536801/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536801/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536801/results/20251123_043622.txt,1548,2846,76,2,832,758
202511230302536802,/workspace/sequences_sample/20251123/202511230302536802/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536802/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536802/results/20251123_043854.txt,1534,2359,1147,1,832,412
202511230302536802,/workspace/sequences_sample/20251123/202511230302536802/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536802/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536802/results/20251123_043854.txt,1534,2359,1147,2,830,726
202511230302536802,/workspace/sequences_sample/20251123/202511230302536802/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536802/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536802/results/20251123_043854.txt,1534,2359,1147,3,1147,432
202511230302536802,/workspace/sequences_sample/20251123/202511230302536802/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536802/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536802/results/20251123_043854.txt,1534,2359,1147,4,1157,728
202511230302536803,/workspace/sequences_sample/20251123/202511230302536803/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536803/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536803/results/20251123_044239.txt,1513,3124,563,1,839,385
202511230302536803,/workspace/sequences_sample/20251123/202511230302536803/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536803/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536803/results/20251123_044239.txt,1513,3124,563,2,833,816
202511230302536803,/workspace/sequences_sample/20251123/202511230302536803/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536803/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536803/results/20251123_044239.txt,1513,3124,563,3,1105,398
202511230302536803,/workspace/sequences_sample/20251123/202511230302536803/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536803/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536803/results/20251123_044239.txt,1513,3124,563,4,1105,790
202511230302536804,/workspace/sequences_sample/20251123/202511230302536804/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536804/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536804/results/20251123_044637.txt,1494,3239,738,1,829,363
202511230302536804,/workspace/sequences_sample/20251123/202511230302536804/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536804/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536804/results/20251123_044637.txt,1494,3239,738,2,824,786
202511230302536804,/workspace/sequences_sample/20251123/202511230302536804/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536804/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536804/results/20251123_044637.txt,1494,3239,738,3,1112,362
202511230302536804,/workspace/sequences_sample/20251123/202511230302536804/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536804/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536804/results/20251123_044637.txt,1494,3239,738,4,1117,801
202511230302536805,/workspace/sequences_sample/20251123/202511230302536805/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536805/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536805/results/20251123_044911.txt,1479,3301,1189,1,833,361
202511230302536805,/workspace/sequences_sample/20251123/202511230302536805/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536805/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536805/results/20251123_044911.txt,1479,3301,1189,2,848,789
202511230302536805,/workspace/sequences_sample/20251123/202511230302536805/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536805/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536805/results/20251123_044911.txt,1479,3301,1189,3,1187,369
202511230302536805,/workspace/sequences_sample/20251123/202511230302536805/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536805/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536805/results/20251123_044911.txt,1479,3301,1189,4,1193,779
202511230302536806,/workspace/sequences_sample/20251123/202511230302536806/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536806/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536806/results/20251123_045254.txt,1463,2591,776,1,845,406
202511230302536806,/workspace/sequences_sample/20251123/202511230302536806/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536806/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536806/results/20251123_045254.txt,1463,2591,776,2,846,751
202511230302536806,/workspace/sequences_sample/20251123/202511230302536806/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536806/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536806/results/20251123_045254.txt,1463,2591,776,3,1137,412
202511230302536806,/workspace/sequences_sample/20251123/202511230302536806/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536806/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536806/results/20251123_045254.txt,1463,2591,776,4,1149,748
202511230302536807,/workspace/sequences_sample/20251123/202511230302536807/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536807/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536807/results/20251123_045645.txt,1425,2597,939,1,830,409
202511230302536807,/workspace/sequences_sample/20251123/202511230302536807/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536807/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536807/results/20251123_045645.txt,1425,2597,939,2,835,746
202511230302536807,/workspace/sequences_sample/20251123/202511230302536807/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536807/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536807/results/20251123_045645.txt,1425,2597,939,3,1142,428
202511230302536807,/workspace/sequences_sample/20251123/202511230302536807/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536807/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536807/results/20251123_045645.txt,1425,2597,939,4,1150,761
202511230351537209,/workspace/sequences_sample/20251123/202511230351537209/image/0000.jpg,/workspace/sequences_sample/20251123/202511230351537209/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230351537209/results/20251123_035553.txt,2354,3010,126,1,809,363
202511230351537209,/workspace/sequences_sample/20251123/202511230351537209/image/0000.jpg,/workspace/sequences_sample/20251123/202511230351537209/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230351537209/results/20251123_035553.txt,2354,3010,126,2,809,758
202511230416537402,/workspace/sequences_sample/20251123/202511230416537402/image/0000.jpg,/workspace/sequences_sample/20251123/202511230416537402/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230416537402/results/20251123_042142.txt,2344,3027,1194,1,816,358
202511230416537402,/workspace/sequences_sample/20251123/202511230416537402/image/0000.jpg,/workspace/sequences_sample/20251123/202511230416537402/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230416537402/results/20251123_042142.txt,2344,3027,1194,2,803,777
202511230416537402,/workspace/sequences_sample/20251123/202511230416537402/image/0000.jpg,/workspace/sequences_sample/20251123/202511230416537402/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230416537402/results/20251123_042142.txt,2344,3027,1194,3,1179,377
202511230416537402,/workspace/sequences_sample/20251123/202511230416537402/image/0000.jpg,/workspace/sequences_sample/20251123/202511230416537402/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230416537402/results/20251123_042142.txt,2344,3027,1194,4,1170,790
202511230422537456,/workspace/sequences_sample/20251123/202511230422537456/image/0000.jpg,/workspace/sequences_sample/20251123/202511230422537456/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230422537456/results/20251123_042619.txt,2359,2914,250,1,820,363
202511230422537456,/workspace/sequences_sample/20251123/202511230422537456/image/0000.jpg,/workspace/sequences_sample/20251123/202511230422537456/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230422537456/results/20251123_042619.txt,2359,2914,250,2,833,760
202511230422537456,/workspace/sequences_sample/20251123/202511230422537456/image/0000.jpg,/workspace/sequences_sample/20251123/202511230422537456/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230422537456/results/20251123_042619.txt,2359,2914,250,3,1085,377
202511230422537456,/workspace/sequences_sample/20251123/202511230422537456/image/0000.jpg,/workspace/sequences_sample/20251123/202511230422537456/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230422537456/results/20251123_042619.txt,2359,2914,250,4,1091,772
202511230428537493,/workspace/sequences_sample/20251123/202511230428537493/image/0000.jpg,/workspace/sequences_sample/20251123/202511230428537493/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230428537493/results/20251123_043242.txt,1481,3994,873,1,821,338
202511230428537493,/workspace/sequences_sample/20251123/202511230428537493/image/0000.jpg,/workspace/sequences_sample/20251123/202511230428537493/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230428537493/results/20251123_043242.txt,1481,3994,873,2,832,813
202511230428537493,/workspace/sequences_sample/20251123/202511230428537493/image/0000.jpg,/workspace/sequences_sample/20251123/202511230428537493/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230428537493/results/20251123_043242.txt,1481,3994,873,3,1135,340
202511230428537493,/workspace/sequences_sample/20251123/202511230428537493/image/0000.jpg,/workspace/sequences_sample/20251123/202511230428537493/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230428537493/results/20251123_043242.txt,1481,3994,873,4,1118,800
202511230505537779,/workspace/sequences_sample/20251123/202511230505537779/image/0000.jpg,/workspace/sequences_sample/20251123/202511230505537779/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230505537779/results/20251123_050707.txt,1415,2600,996,1,832,413
202511230505537779,/workspace/sequences_sample/20251123/202511230505537779/image/0000.jpg,/workspace/sequences_sample/20251123/202511230505537779/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230505537779/results/20251123_050707.txt,1415,2600,996,2,828,729
202511230505537779,/workspace/sequences_sample/20251123/202511230505537779/image/0000.jpg,/workspace/sequences_sample/20251123/202511230505537779/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230505537779/results/20251123_050707.txt,1415,2600,996,3,1141,422
202511230505537779,/workspace/sequences_sample/20251123/202511230505537779/image/0000.jpg,/workspace/sequences_sample/20251123/202511230505537779/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230505537779/results/20251123_050707.txt,1415,2600,996,4,1150,754
202511230505537780,/workspace/sequences_sample/20251123/202511230505537780/image/0000.jpg,/workspace/sequences_sample/20251123/202511230505537780/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230505537780/results/20251123_050951.txt,1408,2555,405,1,825,414
202511230505537780,/workspace/sequences_sample/20251123/202511230505537780/image/0000.jpg,/workspace/sequences_sample/20251123/202511230505537780/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230505537780/results/20251123_050951.txt,1408,2555,405,2,833,726
202511230505537780,/workspace/sequences_sample/20251123/202511230505537780/image/0000.jpg,/workspace/sequences_sample/20251123/202511230505537780/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230505537780/results/20251123_050951.txt,1408,2555,405,3,1089,427
202511230505537780,/workspace/sequences_sample/20251123/202511230505537780/image/0000.jpg,/workspace/sequences_sample/20251123/202511230505537780/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230505537780/results/20251123_050951.txt,1408,2555,405,4,1093,732
202511230505537781,/workspace/sequences_sample/20251123/202511230505537781/image/0000.jpg,/workspace/sequences_sample/20251123/202511230505537781/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230505537781/results/20251123_051226.txt,1399,2705,1242,1,833,415
202511230505537781,/workspace/sequences_sample/20251123/202511230505537781/image/0000.jpg,/workspace/sequences_sample/20251123/202511230505537781/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230505537781/results/20251123_051226.txt,1399,2705,1242,2,827,750
202511230505537781,/workspace/sequences_sample/20251123/202511230505537781/image/0000.jpg,/workspace/sequences_sample/20251123/202511230505537781/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230505537781/results/20251123_051226.txt,1399,2705,1242,3,1137,438
202511230505537781,/workspace/sequences_sample/20251123/202511230505537781/image/0000.jpg,/workspace/sequences_sample/20251123/202511230505537781/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230505537781/results/20251123_051226.txt,1399,2705,1242,4,1147,759
202511230505537782,/workspace/sequences_sample/20251123/202511230505537782/image/0000.jpg,/workspace/sequences_sample/20251123/202511230505537782/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230505537782/results/20251123_051612.txt,1353,2208,492,1,828,445
202511230505537782,/workspace/sequences_sample/20251123/202511230505537782/image/0000.jpg,/workspace/sequences_sample/20251123/202511230505537782/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230505537782/results/20251123_051612.txt,1353,2208,492,2,828,717
202511230505537782,/workspace/sequences_sample/20251123/202511230505537782/image/0000.jpg,/workspace/sequences_sample/20251123/202511230505537782/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230505537782/results/20251123_051612.txt,1353,2208,492,3,1096,455
202511230505537782,/workspace/sequences_sample/20251123/202511230505537782/image/0000.jpg,/workspace/sequences_sample/20251123/202511230505537782/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230505537782/results/20251123_051612.txt,1353,2208,492,4,1093,717
